miRNA,Gene
hsa-let-7d-5p,COL4A1
hsa-let-7d-5p,NHLRC3
hsa-let-7d-5p,FNDC3A
hsa-let-7d-5p,ERO1A
hsa-let-7d-5p,ZFYVE26
hsa-let-7d-5p,KHNYN
hsa-let-7d-5p,NAA30
hsa-let-7d-5p,ARPP19
hsa-let-7d-5p,PRTG
hsa-let-7d-5p,IGDCC3
hsa-let-7d-5p,IGDCC4
hsa-let-7d-5p,NIPA1
hsa-let-7d-5p,THBS1
hsa-let-7d-5p,SNAP23
hsa-let-7d-5p,MAPK6
hsa-let-7d-5p,RAB8B
hsa-let-7d-5p,ARID3B
hsa-let-7d-5p,C15orf39
hsa-let-7d-5p,RAMAC
hsa-let-7d-5p,ARRDC4
hsa-let-7d-5p,IGF1R
hsa-let-7d-5p,ZNF200
hsa-let-7d-5p,SOCS1
hsa-let-7d-5p,ZNF689
hsa-let-7d-5p,KIAA0895L
hsa-let-7d-5p,NME4
hsa-let-7d-5p,CCNF
hsa-let-7d-5p,EEF2K
hsa-let-7d-5p,PDP2
hsa-let-7d-5p,PDPR
hsa-let-7d-5p,GAN
hsa-let-7d-5p,GJC1
hsa-let-7d-5p,COL1A1
hsa-let-7d-5p,COIL
hsa-let-7d-5p,LIMD2
hsa-let-7d-5p,FAM104A
hsa-let-7d-5p,NLK
hsa-let-7d-5p,ARL4D
hsa-let-7d-5p,TBKBP1
hsa-let-7d-5p,IGF2BP1
hsa-let-7d-5p,SEC14L1
hsa-let-7d-5p,ZNF516
hsa-let-7d-5p,ARHGAP28
hsa-let-7d-5p,GALNT1
hsa-let-7d-5p,INSR
hsa-let-7d-5p,GIPC1
hsa-let-7d-5p,AKT2
hsa-let-7d-5p,CDC34
hsa-let-7d-5p,TNFSF9
hsa-let-7d-5p,PLD3
hsa-let-7d-5p,GEMIN7
hsa-let-7d-5p,E2F6
hsa-let-7d-5p,SLC5A6
hsa-let-7d-5p,MAP4K3
hsa-let-7d-5p,TIA1
hsa-let-7d-5p,SEMA4C
hsa-let-7d-5p,MGAT4A
hsa-let-7d-5p,POLR2D
hsa-let-7d-5p,RBMS1
hsa-let-7d-5p,FIGN
hsa-let-7d-5p,EPHA4
hsa-let-7d-5p,HDLBP
hsa-let-7d-5p,RRM2
hsa-let-7d-5p,MYCN
hsa-let-7d-5p,TET3
hsa-let-7d-5p,RANBP2
hsa-let-7d-5p,SLC20A1
hsa-let-7d-5p,COL3A1
hsa-let-7d-5p,MARS2
hsa-let-7d-5p,BZW1
hsa-let-7d-5p,TTLL4
hsa-let-7d-5p,PLAGL2
hsa-let-7d-5p,NOL4L
hsa-let-7d-5p,ZNF512B
hsa-let-7d-5p,ZCCHC3
hsa-let-7d-5p,BTBD3
hsa-let-7d-5p,PARD6B
hsa-let-7d-5p,BRWD1
hsa-let-7d-5p,UBE2G2
hsa-let-7d-5p,BACH1
hsa-let-7d-5p,ZNF280B
hsa-let-7d-5p,HIC2
hsa-let-7d-5p,MIEF1
hsa-let-7d-5p,DPH3
hsa-let-7d-5p,SMARCC1
hsa-let-7d-5p,CDC25A
hsa-let-7d-5p,NME6
hsa-let-7d-5p,QARS1
hsa-let-7d-5p,TUSC2
hsa-let-7d-5p,STIMATE
hsa-let-7d-5p,PDHB
hsa-let-7d-5p,EOGT
hsa-let-7d-5p,ABCC5
hsa-let-7d-5p,TMEM41A
hsa-let-7d-5p,LIPH
hsa-let-7d-5p,IGF2BP2
hsa-let-7d-5p,TRIM71
hsa-let-7d-5p,GOLGA4
hsa-let-7d-5p,PDE12
hsa-let-7d-5p,C3orf52
hsa-let-7d-5p,CDV3
hsa-let-7d-5p,TSC22D2
hsa-let-7d-5p,FNDC3B
hsa-let-7d-5p,SLC10A7
hsa-let-7d-5p,PCGF3
hsa-let-7d-5p,CPEB2
hsa-let-7d-5p,MED28
hsa-let-7d-5p,SMARCAD1
hsa-let-7d-5p,USP38
hsa-let-7d-5p,TMEM167A
hsa-let-7d-5p,FNIP1
hsa-let-7d-5p,DUSP1
hsa-let-7d-5p,SUB1
hsa-let-7d-5p,OSMR
hsa-let-7d-5p,C5orf51
hsa-let-7d-5p,NNT
hsa-let-7d-5p,MAP3K1
hsa-let-7d-5p,KIF2A
hsa-let-7d-5p,ADRB2
hsa-let-7d-5p,GRPEL2
hsa-let-7d-5p,SMIM3
hsa-let-7d-5p,TRIM41
hsa-let-7d-5p,ELOVL4
hsa-let-7d-5p,SYNCRIP
hsa-let-7d-5p,EDN1
hsa-let-7d-5p,HMGA1
hsa-let-7d-5p,CDKN1A
hsa-let-7d-5p,ABCC10
hsa-let-7d-5p,FAM135A
hsa-let-7d-5p,LIN28B
hsa-let-7d-5p,UTRN
hsa-let-7d-5p,ARMT1
hsa-let-7d-5p,IGF2BP3
hsa-let-7d-5p,HOXA1
hsa-let-7d-5p,CCDC71L
hsa-let-7d-5p,WASL
hsa-let-7d-5p,BZW2
hsa-let-7d-5p,STARD3NL
hsa-let-7d-5p,CLDN12
hsa-let-7d-5p,DLC1
hsa-let-7d-5p,MTUS1
hsa-let-7d-5p,DUSP4
hsa-let-7d-5p,ANKRD46
hsa-let-7d-5p,SLC25A32
hsa-let-7d-5p,AC012213.5
hsa-let-7d-5p,TMEM65
hsa-let-7d-5p,ASAP1
hsa-let-7d-5p,C8orf58
hsa-let-7d-5p,GOLGA7
hsa-let-7d-5p,CHD7
hsa-let-7d-5p,RDH10
hsa-let-7d-5p,E2F5
hsa-let-7d-5p,ZBTB5
hsa-let-7d-5p,CEMIP2
hsa-let-7d-5p,COL15A1
hsa-let-7d-5p,TGFBR1
hsa-let-7d-5p,RNF20
hsa-let-7d-5p,PBX3
hsa-let-7d-5p,CERCAM
hsa-let-7d-5p,PUDP
hsa-let-7d-5p,TIMM17B
hsa-let-7d-5p,SMC1A
hsa-let-7d-5p,ELF4
hsa-let-7d-5p,MBTPS2
hsa-let-7d-5p,MSN
hsa-let-7d-5p,PGRMC1
hsa-let-7e-5p,ICMT
hsa-let-7e-5p,USP24
hsa-let-7e-5p,GNG5
hsa-let-7e-5p,ZNF644
hsa-let-7e-5p,TGFBR3
hsa-let-7e-5p,TMED5
hsa-let-7e-5p,SLC25A24
hsa-let-7e-5p,NRAS
hsa-let-7e-5p,PEX11B
hsa-let-7e-5p,RGS16
hsa-let-7e-5p,EDEM3
hsa-let-7e-5p,PPP1R15B
hsa-let-7e-5p,YOD1
hsa-let-7e-5p,LPGAT1
hsa-let-7e-5p,RAB3GAP2
hsa-let-7e-5p,LBR
hsa-let-7e-5p,AHCTF1
hsa-let-7e-5p,PRDM2
hsa-let-7e-5p,EFHD2
hsa-let-7e-5p,PTPRU
hsa-let-7e-5p,TXLNA
hsa-let-7e-5p,AGO4
hsa-let-7e-5p,PKN2
hsa-let-7e-5p,PTBP2
hsa-let-7e-5p,LRIG2
hsa-let-7e-5p,ADAM15
hsa-let-7e-5p,PBX1
hsa-let-7e-5p,ERCC6
hsa-let-7e-5p,SLC16A9
hsa-let-7e-5p,WDR37
hsa-let-7e-5p,MLLT10
hsa-let-7e-5p,FAS
hsa-let-7e-5p,CCNJ
hsa-let-7e-5p,ENTPD7
hsa-let-7e-5p,SCD
hsa-let-7e-5p,HIF1AN
hsa-let-7e-5p,TPP1
hsa-let-7e-5p,LYVE1
hsa-let-7e-5p,EIF4G2
hsa-let-7e-5p,LGR4
hsa-let-7e-5p,B4GAT1
hsa-let-7e-5p,PGM2L1
hsa-let-7e-5p,KCTD21
hsa-let-7e-5p,RDX
hsa-let-7e-5p,CRY2
hsa-let-7e-5p,CLP1
hsa-let-7e-5p,STX3
hsa-let-7e-5p,SPINDOC
hsa-let-7e-5p,CHD4
hsa-let-7e-5p,GXYLT1
hsa-let-7e-5p,DDN
hsa-let-7e-5p,KMT2D
hsa-let-7e-5p,ZBTB39
hsa-let-7e-5p,NEMP1
hsa-let-7e-5p,LRIG3
hsa-let-7e-5p,NAP1L1
hsa-let-7e-5p,ATP2B1
hsa-let-7e-5p,EEA1
hsa-let-7e-5p,GOLT1B
hsa-let-7e-5p,ETNK1
hsa-let-7e-5p,ESPL1
hsa-let-7e-5p,TARBP2
hsa-let-7e-5p,HOXC11
hsa-let-7e-5p,HMGA2
hsa-let-7e-5p,VEZT
hsa-let-7e-5p,ATP2A2
hsa-let-7e-5p,ERP29
hsa-let-7e-5p,KATNAL1
hsa-let-7e-5p,STARD13
hsa-let-7e-5p,IRS2
hsa-let-7e-5p,COL4A1
hsa-let-7e-5p,NHLRC3
hsa-let-7e-5p,FNDC3A
hsa-let-7e-5p,ERO1A
hsa-let-7e-5p,ZFYVE26
hsa-let-7e-5p,KHNYN
hsa-let-7e-5p,NAA30
hsa-let-7e-5p,ARPP19
hsa-let-7e-5p,PRTG
hsa-let-7e-5p,IGDCC3
hsa-let-7e-5p,IGDCC4
hsa-let-7e-5p,NIPA1
hsa-let-7e-5p,THBS1
hsa-let-7e-5p,SNAP23
hsa-let-7e-5p,MAPK6
hsa-let-7e-5p,RAB8B
hsa-let-7e-5p,ARID3B
hsa-let-7e-5p,C15orf39
hsa-let-7e-5p,RAMAC
hsa-let-7e-5p,ARRDC4
hsa-let-7e-5p,IGF1R
hsa-let-7e-5p,ZNF200
hsa-let-7e-5p,SOCS1
hsa-let-7e-5p,ZNF689
hsa-let-7e-5p,KIAA0895L
hsa-let-7e-5p,NME4
hsa-let-7e-5p,CCNF
hsa-let-7e-5p,EEF2K
hsa-let-7e-5p,PDP2
hsa-let-7e-5p,PDPR
hsa-let-7e-5p,GAN
hsa-let-7e-5p,GJC1
hsa-let-7e-5p,COL1A1
hsa-let-7e-5p,COIL
hsa-let-7e-5p,LIMD2
hsa-let-7e-5p,FAM104A
hsa-let-7e-5p,NLK
hsa-let-7e-5p,CCL7
hsa-let-7e-5p,ARL4D
hsa-let-7e-5p,TBKBP1
hsa-let-7e-5p,IGF2BP1
hsa-let-7e-5p,SEC14L1
hsa-let-7e-5p,ARHGAP28
hsa-let-7e-5p,MIB1
hsa-let-7e-5p,GALNT1
hsa-let-7e-5p,INSR
hsa-let-7e-5p,GIPC1
hsa-let-7e-5p,CDC34
hsa-let-7e-5p,TNFSF9
hsa-let-7e-5p,PLD3
hsa-let-7e-5p,GEMIN7
hsa-let-7e-5p,E2F6
hsa-let-7e-5p,SLC5A6
hsa-let-7e-5p,MAP4K3
hsa-let-7e-5p,TIA1
hsa-let-7e-5p,SEMA4C
hsa-let-7e-5p,MGAT4A
hsa-let-7e-5p,POLR2D
hsa-let-7e-5p,RBMS1
hsa-let-7e-5p,FIGN
hsa-let-7e-5p,EPHA4
hsa-let-7e-5p,HDLBP
hsa-let-7e-5p,RRM2
hsa-let-7e-5p,MYCN
hsa-let-7e-5p,TET3
hsa-let-7e-5p,RANBP2
hsa-let-7e-5p,SLC20A1
hsa-let-7e-5p,COL3A1
hsa-let-7e-5p,MARS2
hsa-let-7e-5p,BZW1
hsa-let-7e-5p,TTLL4
hsa-let-7e-5p,PLAGL2
hsa-let-7e-5p,NOL4L
hsa-let-7e-5p,ZNF512B
hsa-let-7e-5p,ZCCHC3
hsa-let-7e-5p,BTBD3
hsa-let-7e-5p,PARD6B
hsa-let-7e-5p,BRWD1
hsa-let-7e-5p,UBE2G2
hsa-let-7e-5p,BACH1
hsa-let-7e-5p,ZNF280B
hsa-let-7e-5p,HIC2
hsa-let-7e-5p,MIEF1
hsa-let-7e-5p,DPH3
hsa-let-7e-5p,SMARCC1
hsa-let-7e-5p,CDC25A
hsa-let-7e-5p,NME6
hsa-let-7e-5p,QARS1
hsa-let-7e-5p,TUSC2
hsa-let-7e-5p,STIMATE
hsa-let-7e-5p,PDHB
hsa-let-7e-5p,EOGT
hsa-let-7e-5p,ABCC5
hsa-let-7e-5p,TMEM41A
hsa-let-7e-5p,LIPH
hsa-let-7e-5p,IGF2BP2
hsa-let-7e-5p,TRIM71
hsa-let-7e-5p,GOLGA4
hsa-let-7e-5p,PDE12
hsa-let-7e-5p,C3orf52
hsa-let-7e-5p,CDV3
hsa-let-7e-5p,TSC22D2
hsa-let-7e-5p,FNDC3B
hsa-let-7e-5p,SLC10A7
hsa-let-7e-5p,PCGF3
hsa-let-7e-5p,CPEB2
hsa-let-7e-5p,MED28
hsa-let-7e-5p,SMARCAD1
hsa-let-7e-5p,USP38
hsa-let-7e-5p,SLC38A9
hsa-let-7e-5p,TMEM167A
hsa-let-7e-5p,FNIP1
hsa-let-7e-5p,DUSP1
hsa-let-7e-5p,SUB1
hsa-let-7e-5p,OSMR
hsa-let-7e-5p,C5orf51
hsa-let-7e-5p,MAP3K1
hsa-let-7e-5p,ADRB2
hsa-let-7e-5p,GRPEL2
hsa-let-7e-5p,SMIM3
hsa-let-7e-5p,TRIM41
hsa-let-7e-5p,ELOVL4
hsa-let-7e-5p,SYNCRIP
hsa-let-7e-5p,EDN1
hsa-let-7e-5p,HMGA1
hsa-let-7e-5p,CDKN1A
hsa-let-7e-5p,ABCC10
hsa-let-7e-5p,FAM135A
hsa-let-7e-5p,LIN28B
hsa-let-7e-5p,TNFAIP3
hsa-let-7e-5p,UTRN
hsa-let-7e-5p,TAB2
hsa-let-7e-5p,ARMT1
hsa-let-7e-5p,IGF2BP3
hsa-let-7e-5p,HOXA1
hsa-let-7e-5p,CCDC71L
hsa-let-7e-5p,WASL
hsa-let-7e-5p,STARD3NL
hsa-let-7e-5p,CLDN12
hsa-let-7e-5p,DLC1
hsa-let-7e-5p,MTUS1
hsa-let-7e-5p,DUSP4
hsa-let-7e-5p,ANKRD46
hsa-let-7e-5p,SLC25A32
hsa-let-7e-5p,AC012213.5
hsa-let-7e-5p,TMEM65
hsa-let-7e-5p,ASAP1
hsa-let-7e-5p,C8orf58
hsa-let-7e-5p,GOLGA7
hsa-let-7e-5p,CHD7
hsa-let-7e-5p,RDH10
hsa-let-7e-5p,E2F5
hsa-let-7e-5p,ZBTB5
hsa-let-7e-5p,CEMIP2
hsa-let-7e-5p,COL15A1
hsa-let-7e-5p,TGFBR1
hsa-let-7e-5p,RNF20
hsa-let-7e-5p,PBX3
hsa-let-7e-5p,CERCAM
hsa-let-7e-5p,PUDP
hsa-let-7e-5p,TIMM17B
hsa-let-7e-5p,SMC1A
hsa-let-7e-5p,ELF4
hsa-let-7e-5p,MBTPS2
hsa-let-7e-5p,MSN
hsa-let-7e-5p,PGRMC1
hsa-let-7f-5p,ICMT
hsa-let-7f-5p,USP24
hsa-let-7f-5p,GNG5
hsa-let-7f-5p,ZNF644
hsa-let-7f-5p,TGFBR3
hsa-let-7f-5p,TMED5
hsa-let-7f-5p,SLC25A24
hsa-let-7f-5p,NRAS
hsa-let-7f-5p,PEX11B
hsa-let-7f-5p,RGS16
hsa-let-7f-5p,EDEM3
hsa-let-7f-5p,PPP1R15B
hsa-let-7f-5p,YOD1
hsa-let-7f-5p,LPGAT1
hsa-let-7f-5p,RAB3GAP2
hsa-let-7f-5p,LBR
hsa-let-7f-5p,AHCTF1
hsa-let-7f-5p,PRDM2
hsa-let-7f-5p,EFHD2
hsa-let-7f-5p,PTPRU
hsa-let-7f-5p,TXLNA
hsa-let-7f-5p,PKN2
hsa-let-7f-5p,PTBP2
hsa-let-7f-5p,LRIG2
hsa-let-7f-5p,ADAM15
hsa-let-7f-5p,PBX1
hsa-let-7f-5p,ERCC6
hsa-let-7f-5p,SLC16A9
hsa-let-7f-5p,WDR37
hsa-let-7f-5p,MLLT10
hsa-let-7f-5p,FAS
hsa-let-7f-5p,CCNJ
hsa-let-7f-5p,ENTPD7
hsa-let-7f-5p,SCD
hsa-let-7f-5p,HIF1AN
hsa-let-7f-5p,TPP1
hsa-let-7f-5p,LYVE1
hsa-let-7f-5p,EIF4G2
hsa-let-7f-5p,LGR4
hsa-let-7f-5p,B4GAT1
hsa-let-7f-5p,PGM2L1
hsa-let-7f-5p,KCTD21
hsa-let-7f-5p,RDX
hsa-let-7f-5p,CRY2
hsa-let-7f-5p,CLP1
hsa-let-7f-5p,STX3
hsa-let-7f-5p,SPINDOC
hsa-let-7f-5p,CHD4
hsa-let-7f-5p,GXYLT1
hsa-let-7f-5p,DDN
hsa-let-7f-5p,KMT2D
hsa-let-7f-5p,ZBTB39
hsa-let-7f-5p,NEMP1
hsa-let-7f-5p,LRIG3
hsa-let-7f-5p,NAP1L1
hsa-let-7f-5p,ATP2B1
hsa-let-7f-5p,EEA1
hsa-let-7f-5p,GOLT1B
hsa-let-7f-5p,ETNK1
hsa-let-7f-5p,ESPL1
hsa-let-7f-5p,TARBP2
hsa-let-7f-5p,HOXC11
hsa-let-7f-5p,HMGA2
hsa-let-7f-5p,VEZT
hsa-let-7f-5p,ATP2A2
hsa-let-7f-5p,ERP29
hsa-let-7f-5p,KATNAL1
hsa-let-7f-5p,STARD13
hsa-let-7f-5p,IRS2
hsa-let-7f-5p,COL4A1
hsa-let-7f-5p,NHLRC3
hsa-let-7f-5p,FNDC3A
hsa-let-7f-5p,ERO1A
hsa-let-7f-5p,ZFYVE26
hsa-let-7f-5p,KHNYN
hsa-let-7f-5p,NAA30
hsa-let-7f-5p,ARPP19
hsa-let-7f-5p,PRTG
hsa-let-7f-5p,IGDCC3
hsa-let-7f-5p,IGDCC4
hsa-let-7f-5p,NIPA1
hsa-let-7f-5p,THBS1
hsa-let-7f-5p,SNAP23
hsa-let-7f-5p,MAPK6
hsa-let-7f-5p,ARID3B
hsa-let-7f-5p,C15orf39
hsa-let-7f-5p,RAMAC
hsa-let-7f-5p,ARRDC4
hsa-let-7f-5p,IGF1R
hsa-let-7f-5p,ZNF200
hsa-let-7f-5p,SOCS1
hsa-let-7f-5p,ZNF689
hsa-let-7f-5p,KIAA0895L
hsa-let-7f-5p,NME4
hsa-let-7f-5p,CCNF
hsa-let-7f-5p,EEF2K
hsa-let-7f-5p,PDP2
hsa-let-7f-5p,PDPR
hsa-let-7f-5p,GAN
hsa-let-7f-5p,GJC1
hsa-let-7f-5p,COL1A1
hsa-let-7f-5p,COIL
hsa-let-7f-5p,LIMD2
hsa-let-7f-5p,FAM104A
hsa-let-7f-5p,NLK
hsa-let-7f-5p,CCL7
hsa-let-7f-5p,ARL4D
hsa-let-7f-5p,TBKBP1
hsa-let-7f-5p,IGF2BP1
hsa-let-7f-5p,SEC14L1
hsa-let-7f-5p,ZNF516
hsa-let-7f-5p,ARHGAP28
hsa-let-7f-5p,MIB1
hsa-let-7f-5p,GALNT1
hsa-let-7f-5p,INSR
hsa-let-7f-5p,GIPC1
hsa-let-7f-5p,CDC34
hsa-let-7f-5p,TNFSF9
hsa-let-7f-5p,PLD3
hsa-let-7f-5p,GEMIN7
hsa-let-7f-5p,E2F6
hsa-let-7f-5p,SLC5A6
hsa-let-7f-5p,MAP4K3
hsa-let-7f-5p,TIA1
hsa-let-7f-5p,SEMA4C
hsa-let-7f-5p,MGAT4A
hsa-let-7f-5p,POLR2D
hsa-let-7f-5p,RBMS1
hsa-let-7f-5p,FIGN
hsa-let-7f-5p,EPHA4
hsa-let-7f-5p,HDLBP
hsa-let-7f-5p,RRM2
hsa-let-7f-5p,MYCN
hsa-let-7f-5p,TET3
hsa-let-7f-5p,RANBP2
hsa-let-7f-5p,SLC20A1
hsa-let-7f-5p,COL3A1
hsa-let-7f-5p,MARS2
hsa-let-7f-5p,BZW1
hsa-let-7f-5p,PNKD
hsa-let-7f-5p,TTLL4
hsa-let-7f-5p,PLAGL2
hsa-let-7f-5p,NOL4L
hsa-let-7f-5p,ZNF512B
hsa-let-7f-5p,ZCCHC3
hsa-let-7f-5p,BTBD3
hsa-let-7f-5p,PARD6B
hsa-let-7f-5p,BRWD1
hsa-let-7f-5p,UBE2G2
hsa-let-7f-5p,BACH1
hsa-let-7f-5p,ZNF280B
hsa-let-7f-5p,HIC2
hsa-let-7f-5p,MIEF1
hsa-let-7f-5p,DPH3
hsa-let-7f-5p,SMARCC1
hsa-let-7f-5p,CDC25A
hsa-let-7f-5p,NME6
hsa-let-7f-5p,QARS1
hsa-let-7f-5p,TUSC2
hsa-let-7f-5p,STIMATE
hsa-let-7f-5p,PDHB
hsa-let-7f-5p,EOGT
hsa-let-7f-5p,ABCC5
hsa-let-7f-5p,TMEM41A
hsa-let-7f-5p,LIPH
hsa-let-7f-5p,IGF2BP2
hsa-let-7f-5p,TRIM71
hsa-let-7f-5p,GOLGA4
hsa-let-7f-5p,PDE12
hsa-let-7f-5p,C3orf52
hsa-let-7f-5p,CDV3
hsa-let-7f-5p,TSC22D2
hsa-let-7f-5p,FNDC3B
hsa-let-7f-5p,SLC10A7
hsa-let-7f-5p,PCGF3
hsa-let-7f-5p,CPEB2
hsa-let-7f-5p,MED28
hsa-let-7f-5p,SMARCAD1
hsa-let-7f-5p,USP38
hsa-let-7f-5p,SLC38A9
hsa-let-7f-5p,TMEM167A
hsa-let-7f-5p,FNIP1
hsa-let-7f-5p,DUSP1
hsa-let-7f-5p,RNF44
hsa-let-7f-5p,SUB1
hsa-let-7f-5p,OSMR
hsa-let-7f-5p,C5orf51
hsa-let-7f-5p,MAP3K1
hsa-let-7f-5p,ADRB2
hsa-let-7f-5p,GRPEL2
hsa-let-7f-5p,SMIM3
hsa-let-7f-5p,TRIM41
hsa-let-7f-5p,ELOVL4
hsa-let-7f-5p,SYNCRIP
hsa-let-7f-5p,EDN1
hsa-let-7f-5p,HMGA1
hsa-let-7f-5p,CDKN1A
hsa-let-7f-5p,ABCC10
hsa-let-7f-5p,FAM135A
hsa-let-7f-5p,LIN28B
hsa-let-7f-5p,UTRN
hsa-let-7f-5p,TAB2
hsa-let-7f-5p,ARMT1
hsa-let-7f-5p,IGF2BP3
hsa-let-7f-5p,HOXA1
hsa-let-7f-5p,CCDC71L
hsa-let-7f-5p,WASL
hsa-let-7f-5p,STARD3NL
hsa-let-7f-5p,CLDN12
hsa-let-7f-5p,DLC1
hsa-let-7f-5p,MTUS1
hsa-let-7f-5p,DUSP4
hsa-let-7f-5p,ANKRD46
hsa-let-7f-5p,SLC25A32
hsa-let-7f-5p,AC012213.5
hsa-let-7f-5p,TMEM65
hsa-let-7f-5p,ASAP1
hsa-let-7f-5p,C8orf58
hsa-let-7f-5p,GOLGA7
hsa-let-7f-5p,CHD7
hsa-let-7f-5p,RDH10
hsa-let-7f-5p,E2F5
hsa-let-7f-5p,ZBTB5
hsa-let-7f-5p,CEMIP2
hsa-let-7f-5p,COL15A1
hsa-let-7f-5p,TGFBR1
hsa-let-7f-5p,RNF20
hsa-let-7f-5p,PBX3
hsa-let-7f-5p,CERCAM
hsa-let-7f-5p,PUDP
hsa-let-7f-5p,TIMM17B
hsa-let-7f-5p,SMC1A
hsa-let-7f-5p,ELF4
hsa-let-7f-5p,MBTPS2
hsa-let-7f-5p,MSN
hsa-let-7f-5p,PGRMC1
hsa-let-7g-5p,ICMT
hsa-let-7g-5p,USP24
hsa-let-7g-5p,GNG5
hsa-let-7g-5p,ZNF644
hsa-let-7g-5p,TGFBR3
hsa-let-7g-5p,TMED5
hsa-let-7g-5p,SLC25A24
hsa-let-7g-5p,NRAS
hsa-let-7g-5p,PEX11B
hsa-let-7g-5p,RGS16
hsa-let-7g-5p,EDEM3
hsa-let-7g-5p,PPP1R15B
hsa-let-7g-5p,YOD1
hsa-let-7g-5p,LPGAT1
hsa-let-7g-5p,RAB3GAP2
hsa-let-7g-5p,LBR
hsa-let-7g-5p,AHCTF1
hsa-let-7g-5p,PRDM2
hsa-let-7g-5p,EFHD2
hsa-let-7g-5p,PTPRU
hsa-let-7g-5p,TXLNA
hsa-let-7g-5p,AGO4
hsa-let-7g-5p,PKN2
hsa-let-7g-5p,PTBP2
hsa-let-7g-5p,LRIG2
hsa-let-7g-5p,ADAM15
hsa-let-7g-5p,PBX1
hsa-let-7g-5p,ERCC6
hsa-let-7g-5p,SLC16A9
hsa-let-7g-5p,WDR37
hsa-let-7g-5p,MLLT10
hsa-let-7g-5p,FAS
hsa-let-7g-5p,CCNJ
hsa-let-7g-5p,ENTPD7
hsa-let-7g-5p,SCD
hsa-let-7g-5p,HIF1AN
hsa-let-7g-5p,INPP5A
hsa-let-7g-5p,TPP1
hsa-let-7g-5p,LYVE1
hsa-let-7g-5p,EIF4G2
hsa-let-7g-5p,LGR4
hsa-let-7g-5p,B4GAT1
hsa-let-7g-5p,PGM2L1
hsa-let-7g-5p,KCTD21
hsa-let-7g-5p,RDX
hsa-let-7g-5p,CRY2
hsa-let-7g-5p,CLP1
hsa-let-7g-5p,STX3
hsa-let-7g-5p,SPINDOC
hsa-let-7g-5p,CHD4
hsa-let-7g-5p,GXYLT1
hsa-let-7g-5p,DDN
hsa-let-7g-5p,KMT2D
hsa-let-7g-5p,ZBTB39
hsa-let-7g-5p,NEMP1
hsa-let-7g-5p,LRIG3
hsa-let-7g-5p,NAP1L1
hsa-let-7g-5p,ATP2B1
hsa-let-7g-5p,EEA1
hsa-let-7g-5p,GOLT1B
hsa-let-7g-5p,ETNK1
hsa-let-7g-5p,ESPL1
hsa-let-7g-5p,TARBP2
hsa-let-7g-5p,HOXC11
hsa-let-7g-5p,HMGA2
hsa-let-7g-5p,VEZT
hsa-let-7g-5p,ATP2A2
hsa-let-7g-5p,ERP29
hsa-let-7g-5p,KATNAL1
hsa-let-7g-5p,STARD13
hsa-let-7g-5p,IRS2
hsa-let-7g-5p,COL4A1
hsa-let-7g-5p,NHLRC3
hsa-let-7g-5p,RB1
hsa-let-7g-5p,FNDC3A
hsa-let-7g-5p,ERO1A
hsa-let-7g-5p,ZFYVE26
hsa-let-7g-5p,KHNYN
hsa-let-7g-5p,NAA30
hsa-let-7g-5p,ARPP19
hsa-let-7g-5p,PRTG
hsa-let-7g-5p,IGDCC3
hsa-let-7g-5p,IGDCC4
hsa-let-7g-5p,NIPA1
hsa-let-7g-5p,THBS1
hsa-let-7g-5p,SNAP23
hsa-let-7g-5p,MAPK6
hsa-let-7g-5p,ARID3B
hsa-let-7g-5p,C15orf39
hsa-let-7g-5p,RAMAC
hsa-let-7g-5p,ARRDC4
hsa-let-7g-5p,IGF1R
hsa-let-7g-5p,ZNF200
hsa-let-7g-5p,SOCS1
hsa-let-7g-5p,ZNF689
hsa-let-7g-5p,KIAA0895L
hsa-let-7g-5p,NME4
hsa-let-7g-5p,CCNF
hsa-let-7g-5p,EEF2K
hsa-let-7g-5p,PDP2
hsa-let-7g-5p,PDPR
hsa-let-7g-5p,GAN
hsa-let-7g-5p,GJC1
hsa-let-7g-5p,COL1A1
hsa-let-7g-5p,COIL
hsa-let-7g-5p,LIMD2
hsa-let-7g-5p,FAM104A
hsa-let-7g-5p,NLK
hsa-let-7g-5p,CCL7
hsa-let-7g-5p,ARL4D
hsa-let-7g-5p,TBKBP1
hsa-let-7g-5p,IGF2BP1
hsa-let-7g-5p,SEC14L1
hsa-let-7g-5p,ZNF516
hsa-let-7g-5p,ARHGAP28
hsa-let-7g-5p,MIB1
hsa-let-7g-5p,GALNT1
hsa-let-7g-5p,INSR
hsa-let-7g-5p,GIPC1
hsa-let-7g-5p,CDC34
hsa-let-7g-5p,TNFSF9
hsa-let-7g-5p,PLD3
hsa-let-7g-5p,GEMIN7
hsa-let-7g-5p,E2F6
hsa-let-7g-5p,SLC5A6
hsa-let-7g-5p,MAP4K3
hsa-let-7g-5p,TIA1
hsa-let-7g-5p,SEMA4C
hsa-let-7g-5p,MGAT4A
hsa-let-7g-5p,POLR2D
hsa-let-7g-5p,RBMS1
hsa-let-7g-5p,FIGN
hsa-let-7g-5p,EPHA4
hsa-let-7g-5p,HDLBP
hsa-let-7g-5p,RRM2
hsa-let-7g-5p,MYCN
hsa-let-7g-5p,TET3
hsa-let-7g-5p,RANBP2
hsa-let-7g-5p,SLC20A1
hsa-let-7g-5p,COL3A1
hsa-let-7g-5p,MARS2
hsa-let-7g-5p,BZW1
